"Forlag id";"Original tittel";"Internasjonal tittel";"ISBN-prefix"
"18542";"Wageningen Academic Publishers";"Wageningen Academic Publishers";"978-90-74134"
"18556";"Australian Society for Music Education";"Australian Society for Music Education";
"19259";"International Federation for Information Processing";"International Federation for Information Processing";"978-3-903176"
"19261";"Institut français de navigation";"Institut français de navigation";
"19262";"Institute of Navigation";"Institute of Navigation";
"19265";"Society of Naval Architects and Marine Engineers (SNAME)";"Society of Naval Architects and Marine Engineers (SNAME)";
"19268";"The Helen Hamlyn Research Centre";"The Helen Hamlyn Research Centre";"978-1-905000"
"19269";"International Society for Asphalt Pavements";"International Society for Asphalt Pavements";"978-1-874633"
"19270";"Society of Economic Geologists";"Society of Economic Geologists";
"19271";"Geological and Mineralogical Association of Canada";"Geological and Mineralogical Association of Canada";"978-0-9687005"
"19272";"The Australasian Institute of Mining and Metallurgy";"The Australasian Institute of Mining and Metallurgy";"978-1-920806"
"19273";"The Southern African Institute of Mining and Metallurgy";"The Southern African Institute of Mining and Metallurgy";"978-1-9197830"
"19274";"Society for Mining, Metalurgy and Exploration";"Society for Mining, Metalurgy and Exploration";"978-0-87335"
"19275";"Canadian Institute of Mining, Metallurgy and Petroleum";"Canadian Institute of Mining, Metallurgy and Petroleum";"978-1-89447"
"19276";"Society of Sedimentary Geology";"Society of Sedimentary Geology";"978-1-56576"
"19277";"European Association of Geoscientists and Engineers (EAGE)";"European Association of Geoscientists and Engineers (EAGE)";"978-90-73781"
"19278";"International Tunnelling Association";"International Tunnelling Association";
"19280";"Forest Products Society";"Forest Products Society";"978-1-892529"
"19281";"Kyoto International Forum of Environment and Energy";"Kyoto International Forum of Environment and Energy";
"19283";"CSREA Press";"CSREA Press";"978-1-60132, 978-1-932415"
"19284";"The Society for Modeling and Simulation International";"The Society for Modeling and Simulation International";"978-1-56555"
"19285";"Optical Society of America";"Optical Society of America";"978-1-557"
"19287";"Project Management Institute";"Project Management Institute";"978-1-880410"
"19289";"Research Studies Press";"Research Studies Press";"978-0-86380"
"19290";"Society of Automotive Engineers";"Society of Automotive Engineers";"978-0-7680"
"19291";"Rilem publications";"Rilem publications";"978-2-912143"
"19293";"Society of Naval Architects and Marine Engineers";"Society of Naval Architects and Marine Engineers";"978-0-939773"
"19296";"American Society of Limnology and Oceanography";"American Society of Limnology and Oceanography";
"19297";"Institute of Botany and Ecology";"Institute of Botany and Ecology";
"19298";"Faculty of Law";"Faculty of Law";
"19301";"School of Social Sciences, Economic Studies";"School of Social Sciences, Economic Studies";
"19303";"Fundan Press";"Fundan Press";
"19313";"Fairleigh Dickinson University Press";"Fairleigh Dickinson University Press";"978-0-8386"
"19314";"Scriptor";"Scriptor";
"19319";"Aufbau-Verlag";"Aufbau-Verlag";
"19322";"Ehrenpreis Center for Swift Studies";"Ehrenpreis Center for Swift Studies";
"19326";"Dominican Fathers Province of St. Joseph";"Dominican Fathers Province of St. Joseph";
"19328";"Linköping University Electronic Press";"Linköping University Electronic Press";
"19329";"HYLE Publications";"HYLE Publications";
"19330";"Salmehistorisk Selskab";"Salmehistorisk Selskab";
"19331";"The Japanese Society of Hypertension";"The Japanese Society of Hypertension";
"19332";"Nationaal Herbarium Nederland";"Nationaal Herbarium Nederland";
"19333";"Barkhuis";"Barkhuis";
"19338";"American Society for Biochemistry and Molecular Biology";"American Society for Biochemistry and Molecular Biology";
"19339";"American Water Works Association";"American Water Works Association";
"19342";"Science Reviews Ltd.";"Science Reviews Ltd.";
"19343";"Hebrew University Magne Press";"Hebrew University Magne Press";
"19344";"Société Française de Chimie";"Société Française de Chimie";
"19351";"University of Milan";"University of Milan";
"19353";"Turner & Devereux";"Turner & Devereux";
"19354";"Michael Redhill";"Michael Redhill";
"19355";"British Association for Canadian Studies";"British Association for Canadian Studies";
"19356";"British Society for Eighteenth-Century Studies";"British Society for Eighteenth-Century Studies";
"19357";"California Western School of Law";"California Western School of Law";
"19358";"Congress on Research in Dance";"Congress on Research in Dance";
"19359";"Communication Institute for Online Scholarship";"Communication Institute for Online Scholarship";
"19360";"Academic Conferences Limited";"Academic Conferences Limited";
"19361";"Dr. Pascal Sieber & Partners AG";"Dr. Pascal Sieber & Partners AG";
"19362";"George Mason University";"George Mason University";
"19363";"Utah Academy of Sciences, Arts and Letters";"Utah Academy of Sciences, Arts and Letters";
"19364";"Geomatics Information and Trading Centre";"Geomatics Information and Trading Centre";
"19370";"Film Philosophy";"Film Philosophy";
"19371";"Ferrata Storti Foundation";"Ferrata Storti Foundation";
"19373";"Institute of English and American Studies, University of Debrecen";"Institute of English and American Studies, University of Debrecen";
"19375";"Librairie du Liban Publishers";"Librairie du Liban Publishers";
"19379";"Pensord Press Ltd.";"Pensord Press Ltd.";
"19380";"Common Ground Research Networks";"Common Ground Research Networks";"978-1-86335"
"19381";"Ken Peffers";"Ken Peffers";
"19384";"BPRI Press";"BPRI Press";
"19385";"Robert Chi";"Robert Chi";
"19386";"Association of Management";"Association of Management";
"19387";"Syddansk Universitet";"Syddansk Universitet";
"19389";"British Society of Master Glass Painters";"British Society of Master Glass Painters";
"19390";"IEEE Oceanic Engineering Society";"IEEE Oceanic Engineering Society";
"19391";"IEEE Lasers and Electro-Optics Society";"IEEE Lasers and Electro-Optics Society";
"19393";"IEEE Robotics and Automation Society";"IEEE Robotics and Automation Society";
"19394";"IEEE Solid-State Circuits Society";"IEEE Solid-State Circuits Society";
"19395";"IEEE Sarnoff Symposium";"IEEE Sarnoff Symposium";"978-1-4244"
"19396";"IEEE Sensors Council";"IEEE Sensors Council";
"19398";"SA ePublications";"SA ePublications";
"19399";"Department of Drama, Queen Margaret University College";"Department of Drama, Queen Margaret University College";
"19400";"Institute for Laboratory Animal Research";"Institute for Laboratory Animal Research";
"19403";"Department of Mathematics";"Department of Mathematics";
"19406";"Cardiological Society of India";"Cardiological Society of India";
"19407";"Kassel University Press GmbH";"Kassel University Press GmbH";"978-3-89958"
"19418";"Adenine Press";"Adenine Press";"978-0-940030"
"19425";"Springer-Verlag Tokyo Inc.";"Springer-Verlag Tokyo Inc.";
"19432";"American Association for Marriage and Family Therapy";"American Association for Marriage and Family Therapy";
"19433";"Jefferson Law Book Co.";"Jefferson Law Book Co.";
"19434";"American Marketing Association";"American Marketing Association";
"19437";"Japanese Heart Journal Association";"Japanese Heart Journal Association";
"19438";"Physical society of Japan";"Physical society of Japan";
"19439";"Foundation of Clinical Oncology";"Foundation of Clinical Oncology";
"19440";"Council of scientific & industrial research";"Council of scientific & industrial research";
"19441";"Indian Association of Medical Microbiologists";"Indian Association of Medical Microbiologists";
"19442";"Indian Council of Medical Research";"Indian Council of Medical Research";
"19443";"Medknow Publications";"Medknow Publications";
"19444";"Indian Society of Nephrology";"Indian Society of Nephrology";
"19445";"National Institute of Sciences of India";"National Institute of Sciences of India";
"19446";"Lakehead University Press";"Lakehead University Press";
"19457";"Marketing Science Centre, University of South Australia";"Marketing Science Centre, University of South Australia";
"19463";"Info Presse";"Info Presse";
"19464";"Council of the Society of Hellenic Studies";"Council of the Society of Hellenic Studies";
"19467";"Society for the study of amphibians and reptiles";"Society for the study of amphibians and reptiles";
"19468";"HeteroCorporation";"HeteroCorporation";
"19475";"American Institute of Chemical Engineers";"American Institute of Chemical Engineers";"978-0-8169"
"19479";"National Society for Histotechnology";"National Society for Histotechnology";
"19482";"Carl Hanser Verlag GmbH";"Carl Hanser Verlag GmbH";
"19488";"Headley Brothers Ltd.";"Headley Brothers Ltd.";
"19489";"J. M. Dawson Institute of Church-State Studies";"J. M. Dawson Institute of Church-State Studies";
"19490";"Joint Association of Classical Teachers";"Joint Association of Classical Teachers";
"19491";"Springer-Verlag New York";"Springer-Verlag New York";
"19492";"Berufsgenossenschaftlichen Institut für Arbeitsschutz";"Berufsgenossenschaftlichen Institut für Arbeitsschutz";
"19497";"Japanese Pharmacological Society";"Japanese Pharmacological Society";
"19498";"Canadian Society for Pharmaceutical Sciences";"Canadian Society for Pharmaceutical Sciences";
"19501";"The Geological Society Publishing House";"The Geological Society Publishing House";
"19503";"National Strength and Conditioning Association";"National Strength and Conditioning Association";
"19505";"Editorial Committee of the Journal of Roman Archaeology";"Editorial Committee of the Journal of Roman Archaeology";
"19506";"Westermann Schulbuchverlag GmbH";"Westermann Schulbuchverlag GmbH";
"19507";"Society for the Promotion of Roman Studies";"Society for the Promotion of Roman Studies";
"19511";"National Rural Health Association";"National Rural Health Association";
"19513";"National Association of School Nurses";"National Association of School Nurses";
"19515";"Verlag Thomas Dersee, Strahlentelex";"Verlag Thomas Dersee, Strahlentelex";
"19516";"The Geological Association of Canada";"The Geological Association of Canada";
"19518";"Sports Medicine Australia";"Sports Medicine Australia";
"19519";"American Geological Institute";"American Geological Institute";
"19522";"Society of Architectural Historians";"Society of Architectural Historians";
"19523";"Society of Christian Ethics";"Society of Christian Ethics";
"19524";"Society of Dyers and Colourists";"Society of Dyers and Colourists";
"19525";"Society of Leather Technologists and Chemists";"Society of Leather Technologists and Chemists";
"19527";"South African Veterinary Association";"South African Veterinary Association";
"19528";"University of Arizona Press";"University of Arizona Press";"978-0-8165"
"19529";"Southwest Center";"Southwest Center";
"19530";"Torrey Botanical Society";"Torrey Botanical Society";
"19531";"Georg Olms Verlag AG";"Georg Olms Verlag AG";"978-3-487-"
"19532";"Erhard Friedrich Verlag";"Erhard Friedrich Verlag";
"19534";"Institute for Supply Management";"Institute for Supply Management";
"19535";"Gestalt International Study Center";"Gestalt International Study Center";
"19537";"AOCS Press";"AOCS Press";
"19539";"Springer Netherlands";"Springer Netherlands";
"19542";"Association for Symbolic Logic";"Association for Symbolic Logic";"978-1-56881"
"19544";"Society of Synthetic Organic Chemistry, Japan";"Society of Synthetic Organic Chemistry, Japan";
"19548";"American Society for Investigative Pathology and the Association for Molecular Pathology";"American Society for Investigative Pathology and the Association for Molecular Pathology";
"19552";"Springer Berlin/Heidelberg";"Springer Berlin/Heidelberg";
"19557";"Hong Kong Academy of Medicine Press";"Hong Kong Academy of Medicine Press";
"19558";"Springer Milan";"Springer Milan";
"19560";"ORL Medical Publications";"ORL Medical Publications";
"19561";"Technical Association of Photopolymers";"Technical Association of Photopolymers";
"19562";"Society of Physical Therapy Science";"Society of Physical Therapy Science";
"19566";"Harvard Education Publishing Group";"Harvard Education Publishing Group";
"19568";"American Spatial Hydrology Union (ASHU)";"American Spatial Hydrology Union (ASHU)";
"19574";"American Speech-Language-Hearing Association";"American Speech-Language-Hearing Association";
"19576";"The Cactus and Succulent Society of America";"The Cactus and Succulent Society of America";
"19577";"American Paraplegia Society";"American Paraplegia Society";
"19578";"Hastings College of the Law";"Hastings College of the Law";
"19580";"Project HOPE - The People-to-People Health Foundation, Inc.";"Project HOPE - The People-to-People Health Foundation, Inc.";
"19581";"The François-Xavier Bagnoud Center for Health and Human Rights";"The François-Xavier Bagnoud Center for Health and Human Rights";
"19583";"Department of Sports Medicine, Uludag University";"Department of Sports Medicine, Uludag University";
"19584";"Centre for Bioethics";"Centre for Bioethics";
"19585";"American Society for Parenteral & Enteral Nutrition";"American Society for Parenteral & Enteral Nutrition";
"19586";"Sagamore Publishing";"Sagamore Publishing";
"19587";"South North Centre for Peacebuilding";"South North Centre for Peacebuilding";
"19589";"International Society of Musculoskeletal and Neuronal Interactions";"International Society of Musculoskeletal and Neuronal Interactions";
"19593";"Museum Education Roundtable";"Museum Education Roundtable";
"19594";"National Association for Music Education";"National Association for Music Education";
"19596";"Council for Social and Economic Studies";"Council for Social and Economic Studies";
"19597";"School of Social Work, Western Michigan University";"School of Social Work, Western Michigan University";
"19598";"Soil Conservation Society of America";"Soil Conservation Society of America";
"19599";"Unternehmensbereich ecomed Medizin";"Unternehmensbereich ecomed Medizin";
"19600";"University of Wisconsin Library Digital Press";"University of Wisconsin Library Digital Press";
"19601";"AT & T Corporation";"AT & T Corporation";
"19602";"Rocky Mountain Mathematics Consortium";"Rocky Mountain Mathematics Consortium";
"19603";"School of International Studies";"School of International Studies";
"19604";"Immigrant-institutet";"Immigrant-institutet";
"19605";"Grune & Stratton";"Grune & Stratton";
"19606";"Psychohistory Press";"Psychohistory Press";
"19608";"American Association of Public Health Dentists";"American Association of Public Health Dentists";
"19609";"Pulp and Paper Technical Association of Canada";"Pulp and Paper Technical Association of Canada";
"19610";"Institute of Nuclear Chemistry and Technology";"Institute of Nuclear Chemistry and Technology";
"19611";"Österreichischen Numismatischen Gesellschaft";"Österreichischen Numismatischen Gesellschaft";
"19612";"Radiotelevisione italiana";"Radiotelevisione italiana";
"19613";"The Genetics Society";"The Genetics Society";
"19614";"Anthony J. Jannetti Inc";"Anthony J. Jannetti Inc";
"19615";"The Herpetologists' League";"The Herpetologists' League";
"19617";"University of Pennsylvania Press";"University of Pennsylvania Press";"978-0-8122"
"19619";"Wichtig Editore Srl";"Wichtig Editore Srl";
"19620";"American Association of Teachers of Spanish and Portuguese";"American Association of Teachers of Spanish and Portuguese";
"19622";"The World Association for the History of Veterinary Medicine";"The World Association for the History of Veterinary Medicine";
"19625";"The Society for Historical Archaeology";"The Society for Historical Archaeology";
"19626";"CálliidLágádus";"CálliidLágádus";"978-82-92044"
"19627";"Plaza y Valdes";"Plaza y Valdes";"978-968-856"
"19628";"Findlay Publications";"Findlay Publications";
"19629";"Høst & Søn";"Høst & Søn";"978-87-588, 978-87-63, 978-87-638"
"19630";"Pendragon Press";"Pendragon Press";"978-1-57647"
"19631";"Cambridge Scholars Publishing";"Cambridge Scholars Publishing";"978-1-4438, 978-1-5275"
"19632";"AAAI Press";"AAAI Press";"978-1-57735"
"19633";"1956-os Intézet";"1956-os Intézet";
"19634";"Danmarks Pædagogiske Universitets Forlag";"Danmarks Pædagogiske Universitets Forlag";"978-87-7684"
"19635";"Verlag Julius Klinkhardt";"Verlag Julius Klinkhardt";"978-3-7815"
"19636";"Ibidem-Verlag";"Ibidem-Verlag";"978-3-89821"
"19637";"Alfred Kröner";"Alfred Kröner";"978-3-520"
"19639";"Seltmann GmbH Druckeribetrieb";"Seltmann GmbH Druckeribetrieb";"978-3-93468, 978-3-934687"
"19640";"Deutscher Universitäts-Verlag";"Deutscher Universitäts-Verlag";
